seed,round,method,correlation,rmse_c,mae_c,worst_client_rmse_c,p90_client_rmse_c,client_rmse_sd_c,effective_bits,energy_j,utility_target_js,temperature_coverage_js,participation_jain,max_relay_energy_j,min_residual_energy_j
59,21,random,0.0,1.754118890828111,0.811882404996616,8.65945570627978,1.9637099080179274,1.4333641991400077,1840297.6412918817,5.072684574971307,0.08591254661023649,0.00029204548544999476,0.7839163822525598,0.20011896999929607,8.394538364328994
59,22,random,0.0,1.7494362806717758,0.8024553895254103,8.65821635911537,1.964395463750582,1.4348607300377372,1929340.1753908475,5.317482403398924,0.08269791875487828,0.0003412382131476674,0.8002645502645502,0.20011896999929607,8.381484796411705
59,23,random,0.0,1.750157203204228,0.8064429159161284,8.658732627780617,1.9645998581895239,1.4331527002453113,2015716.505807721,5.556147963357729,0.08274125421517474,0.00025778484513786404,0.8079789833822092,0.2113153764765007,8.381484796411705
59,24,random,0.0,1.749088928007579,0.807307795937116,8.658395235224829,1.9655043129256748,1.4318400545305998,2110669.9118797206,5.814540797323325,0.0762735229035459,0.00021409416503034558,0.8253094910591472,0.22251178295370533,8.381484796411705
59,25,random,0.0,1.7476883348459087,0.8064836468957736,8.653543038119729,1.965505336765421,1.4314363367808909,2200403.117292325,6.060927169772309,0.07623173849666864,0.00016902723435526618,0.8389712199312714,0.22251178295370533,8.354471283159707
59,26,random,0.0,1.7394511701859814,0.7869974896808593,8.650387539371929,1.9669076240837386,1.4358646642197226,2291379.825601973,6.310173598884495,0.07115559133771043,0.0002540850671976014,0.8453381352541016,0.23356655477187124,8.354471283159707
59,27,random,0.0,1.7402346792663423,0.7892263130199211,8.650586363432916,1.9662821830929316,1.4351024221046236,2384090.91958924,6.563409115055203,0.0662986105372588,0.0002299415800529961,0.8541901012373453,0.23356655477187124,8.340511337825
59,28,random,0.0,1.7402972435399544,0.7926856170888607,8.644395573996402,1.9662440464046282,1.4336251341118837,2466778.871818013,6.7935914051813775,0.0664502942405216,0.00019710557593634806,0.8445363667700793,0.25581773306724176,8.312591447155583
59,29,random,0.0,1.7405598181812032,0.7970190659327218,8.640894947471477,1.9666042178949312,1.4315854256505889,2545397.8386702505,7.014415028941517,0.06330361305103785,0.00020447124026654867,0.8605517354289457,0.25581773306724176,8.299537879238294
59,30,random,0.0,1.741026194063941,0.7996661570895354,8.640155233252772,1.966820807311201,1.4304112560641546,2637416.260229003,7.266057398526644,0.06209566305043241,0.00018031213490442977,0.8664510166358595,0.26701413954444636,8.299537879238294
61,1,random,0.0,2.2474914545929274,1.555175678044638,8.792453907974359,2.9451201656126713,1.3600687788879386,65729.06450390886,0.19117684835899038,0.4099430685522649,0.0029548327444484587,0.20833333333333334,0.011442624936429084,8.559508570423844
61,2,random,0.0,1.941464407375895,1.1433883250835029,8.73482983079835,2.487522884188833,1.3905493008811365,159022.21996928737,0.4457511059293609,0.24183724029834655,0.001972104064307944,0.3472222222222222,0.022885249872858168,8.548683351981746
